brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,,,discount,star_rating,ratings,reviews,latest_price,old_price
Lenovo,Ideapad,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,59999,80000,25,4.4,22,3,11312811.45,15080000
Lenovo,Yoga,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,91999,92000,0,4.6,16,2,17346411.45,17342000
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,78900,84900,7,3.6,16,1,14876595,16003650
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,132790,172990,23,0,0,0,25037554.5,32608615
Nokia,PureBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,55990,82990,32,4.1,117,31,10556914.5,15643615
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,60990,93690,34,3.9,14,6,11499664.5,17660565
Avita,Liber,Intel,Core i5,7th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0,12360583.8,15078115
DELL,Inspiron,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,70190,90783,22,3.5,6,3,13234324.5,17112595.5
DELL,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,No,79590,106082,24,0,0,0,15006694.5,19996457
Avita,Liber,Intel,Core i5,7th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0,12360583.8,15078115
ASUS,TUF,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,76990,105990,27,0,0,0,14516464.5,19979115
Nokia,PureBook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,52790,82990,36,4,5,0,9953554.5,15643615
Avita,Liber,Intel,Core i5,7th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0,12360583.8,15078115
Avita,Liber,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,44990,76990,41,3.4,17,3,8482864.5,14512615
ASUS,Intel,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,84990,115990,26,3.9,17,2,16024864.5,21864115
Lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,86999,109000,20,4.7,3,0,16403661.45,20546500
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,78000,89000,12,4.4,512,85,14706900,16776500
Avita,Liber,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3,13776028.65,14512615
Avita,Liber,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3,13776028.65,14512615
HP,HP,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,Yes,100990,113000,10,0,0,0,19041664.5,21300500
Lenovo,Ideapad,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,74990,83458,10,3.3,3,1,14139364.5,15731833
ASUS,ROG,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75990,101990,25,4.6,1365,137,14327914.5,19225115
Lenovo,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,15.6,1,No,Yes,84086,0,0,3.5,8,3,15854415.3,0
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,75990,116990,35,4.5,368,48,14327914.5,22052615
ASUS,TUF,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,17.3,1,No,Yes,77990,115990,32,4.4,202,26,14705014.5,21864115
ASUS,ROG,Intel,Core i5,10th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,77990,149990,48,4.5,187,26,14705014.5,28273115
APPLE,MacBook,Intel,Core i5,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,179990,194900,7,4.7,31,3,33937114.5,36738650
APPLE,MacBook,Intel,Core i5,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,179990,194900,7,4.8,91,5,33937114.5,36738650
ASUS,ROG,Intel,Core i5,10th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,82990,107990,23,4.5,844,118,15647764.5,20356115
ASUS,TUF,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,87990,126990,30,0,0,0,16590514.5,23937615
ASUS,F17,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,84500,105000,19,4.3,3,0,15932475,19792500
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74190,83417,11,4.5,21,3,13988524.5,15724104.5
Lenovo,ThinkBook,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,64990,121608,46,3,4,0,12253864.5,22923108
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,No,155411,0,0,0,0,0,29302744.05,0
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,Missing,3,Yes,No,125394,146680,14,0,0,0,23643038.7,27649180
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,49990,65999,24,0,0,0,9425614.5,12440811.5
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,46990,56999,17,3.8,253,28,8859964.5,10744311.5
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,48990,70286,30,3.6,470,46,9237064.5,13248911
acer,Aspire,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,59999,62511,4,4.1,118,28,11312811.45,11783323.5
ASUS,VivoBook,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,46990,55990,16,4,1444,179,8859964.5,10554115
MSI,GF63,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,Missing,2,No,No,52990,72990,27,4.1,1114,137,9991264.5,13758615
Lenovo,Missing,Intel,Core i5,7th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,57999,82999,30,0,0,0,10935711.45,15645311.5
Lenovo,B50-70,Intel,Core i5,4th,8 GB GB,DDR3,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,52490,0,0,3.8,78,17,9896989.5,0
Lenovo,Ideapad,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,56990,62594,8,4,21,5,10745464.5,11798969
acer,Aspire,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,ThinNlight,Missing,1,No,No,61990,62549,0,4.1,73,21,11688214.5,11790486.5
DELL,Missing,Intel,Core i5,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,58090,59990,3,0,0,0,10952869.5,11308115
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,56990,70990,19,0,0,0,10745464.5,13381615
acer,Aspire,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,61597,0,0,0,0,0,11614114.35,0
ASUS,Pro,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,81990,0,0,0,0,0,15459214.5,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,61249,68990,11,0,0,0,11548498.95,13004615
DELL,Missing,Intel,Core i5,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,58990,68900,14,0,0,0,11122564.5,12987650
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,83990,0,0,0,0,0,15836314.5,0
MSI,GE76,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,291190,330990,12,4.6,7,3,54903874.5,62391615
MSI,GP65,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,145990,0,0,4.5,715,106,27526414.5,0
MSI,GP76,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,179990,201990,10,4.4,24,5,33937114.5,38075115
HP,Pavilion,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,64990,68270,4,4.3,23,4,12253864.5,12868895
HP,15q,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,46790,50190,6,4.2,3062,325,8822254.5,9460815
HP,Missing,Intel,Core i5,7th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,44599,0,0,4.1,122,12,8409141.45,0
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,72964,73199,0,4.2,18,6,13757362.2,13798011.5
HP,250,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,48790,54786,10,3.4,11,1,9199354.5,10327161
acer,Aspire,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,56491,0,0,3.2,30,6,10651378.05,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,50990,70990,28,4.3,1188,127,9614164.5,13381615
ASUS,VivoBook,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,55990,81990,31,4.5,23,0,10556914.5,15455115
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,69999,17,4.6,32,1,10934014.5,13194811.5
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,52990,72990,27,0,0,0,9991264.5,13758615
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,74833,22,4.2,47,0,10934014.5,14106020.5
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,56990,64999,12,4,27,2,10745464.5,12252311.5
acer,Travelmate,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,55490,60000,7,3.8,8,3,10462639.5,11310000
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,62490,86199,27,3.9,157,20,11782489.5,16248511.5
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,64990,85990,24,4.7,10,1,12253864.5,16209115
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,59990,93690,35,4.3,52,4,11311114.5,17660565
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4,33,4,11348824.5,14889615
ASUS,VivoBook,Intel,Core i5,9th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,54490,77990,30,4.3,343,47,10274089.5,14701115
Lenovo,Legion,Intel,Core i5,9th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,60990,86690,29,4.3,131,17,11499664.5,16341065
DELL,Inspiron,Intel,Core i5,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2,41,4,10519204.5,11324703
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3,328,51,12253864.5,16209115
ASUS,Missing,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,58990,85990,31,4.8,6,1,11122564.5,16209115
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8,353,28,10368364.5,15133534
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20,13573714.5,16534654.5
DELL,3511,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,69900,87320,19,0,0,0,13179645,16459820
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,65990,99290,33,4.2,241,19,12442414.5,18716165
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,49990,72990,31,3.9,22,2,9425614.5,13758615
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,58990,74066,20,4,8,1,11122564.5,13961441
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,74590,109990,32,4.4,898,128,14063944.5,20733115
ASUS,Missing,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,58990,67990,13,5,1,1,11122564.5,12816115
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,64990,81990,20,0,0,0,12253864.5,15455115
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,66490,88519,24,3.8,6,1,12536689.5,16685831.5
DELL,G3,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,Missing,0,No,No,77900,82300,5,4.3,179,34,14688045,15513550
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,67490,82600,18,3.8,41,5,12725239.5,15570100
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61990,68900,10,0,0,0,11688214.5,12987650
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,58990,61990,4,4.3,114,9,11122564.5,11685115
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,74999,75500,0,4.3,268,25,14141061.45,14231750
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,68900,78999,12,5,6,1,12991095,14891311.5
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,71695,75732,5,4.2,153,16,13518092.25,14275482
acer,Travelmate,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,62490,85000,26,3.4,8,0,11782489.5,16022500
DELL,Inspiron,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,2048 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,62317,0,0,4,377,53,11749870.35,0
MSI,GS66,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,207290,235990,12,0,0,0,39084529.5,44484115
DELL,Inspiron,Intel,Core i7,8th,16 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,Yes,87990,88532,0,4.1,120,21,16590514.5,16688282
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,13950814.5,15078115
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,13950814.5,15078115
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,13950814.5,15078115
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,13950814.5,15078115
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,13950814.5,15078115
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,13950814.5,15078115
ASUS,VivoBook,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,80990,28,4.3,76,9,10934014.5,15266615
ASUS,VivoBook,Intel,Core i7,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,61990,88990,30,4.5,11,2,11688214.5,16774615
MSI,GF63,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,79990,95990,16,4.5,484,56,15082114.5,18094115
Lenovo,IdeaPad,Intel,Core i7,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,68990,99290,30,4.5,44,2,13008064.5,18716165
Mi,Notebook,Intel,Core i7,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,No,59490,65999,9,4.2,399,40,11216839.5,12440811.5
Lenovo,IdeaPad,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,85990,125890,31,4.4,77,10,16213414.5,23730265
Lenovo,Legion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,99990,153490,34,4.4,11,3,18853114.5,28932865
Infinix,X1,Intel,Core i7,10th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,8,Casual,14,0,No,No,54990,69999,21,4.3,57,14,10368364.5,13194811.5
ASUS,VivoBook,Intel,Core i7,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,77990,96990,19,4.3,21,5,14705014.5,18282615
Lenovo,IdeaPad,Intel,Core i7,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,79990,118890,32,4,5,2,15082114.5,22410765
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,93190,118776,21,5,4,0,17570974.5,22389276
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,94990,122990,22,0,0,0,17910364.5,23183615
Lenovo,Thinkbook,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,3,Yes,Yes,84990,109696,22,4.5,13,2,16024864.5,20677696
MSI,Missing,Intel,Core i7,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,57990,78990,26,4.4,15,0,10934014.5,14889615
HP,Envy,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,102990,114751,10,4.7,11,2,19418764.5,21630563.5
DELL,Missing,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,99990,128665,22,0,0,0,18853114.5,24253352.5
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,0,No,No,94990,101990,6,4.5,118,15,17910364.5,19225115
HP,Envy,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,104000,118776,12,0,0,0,19609200,22389276
MSI,Missing,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,76990,85990,10,0,0,0,14516464.5,16209115
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,90190,107262,15,4.3,6,1,17005324.5,20218887
Lenovo,Missing,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,88488,96995,8,0,0,0,16684412.4,18283557.5
MSI,Prestige,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,109990,134990,18,4.3,138,30,20738614.5,25445615
MSI,Sword,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,86990,107990,19,0,0,0,16401964.5,20356115
MSI,Prestige,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,89990,99240,9,0,0,0,16967614.5,18706740
HP,Spectre,Intel,Core i7,10th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,239759,0,0,0,0,0,45206559.45,0
ASUS,VivoBook,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,78990,104990,24,4.5,35,4,14893564.5,19790615
DELL,XPS,Intel,Core i7,8th,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,121890,139104,12,1.7,3,0,22982359.5,26221104
ASUS,ZenBook,Intel,Core i7,8th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,85990,99990,14,4.4,18,0,16213414.5,18848115
MSI,Katana,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,94990,117990,19,0,0,0,17910364.5,22241115
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,92000,113019,18,4.5,8,1,17346600,21304081.5
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,162990,192977,15,3.3,3,1,30731764.5,36376164.5
DELL,XPS,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,135300,135553,0,5,5,2,25510815,25551740.5
MSI,Modern,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,64990,78990,17,4.4,33,5,12253864.5,14889615
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,No,No,174527,0,0,0,0,0,32907065.85,0
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,162299,178999,9,0,0,0,30601476.45,33741311.5
DELL,Inspiron,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,109190,119442,8,0,0,0,20587774.5,22514817
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,99999,102500,2,0,0,0,18854811.45,19321250
MSI,Prestige,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,104990,123990,15,4,85,9,19795864.5,23372115
ASUS,Missing,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,Yes,No,109990,134990,18,0,0,0,20738614.5,25445615
ASUS,ZenBook,Intel,Core i7,8th,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,99990,122990,18,4.3,30,7,18853114.5,23183615
Lenovo,Missing,Intel,Core i7,8th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,16,0,No,No,244801,0,0,0,0,0,46157228.55,0
